restaurant,item,ms_item,matched_2021,new_item_2022,food_category,item_description,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,bestseller,price
subway,breakfast b.m.t. melt,"6"" italian b.m.t. fresh melt",1,0,Sandwiches,"6"" Italian B.M.T. Fresh Melt, Bread, Cheese, Select Vegetables, Make any Sandwich into a 6"" Fresh Melt",470,26.0,12.0,1.0,85.0,1790,41.0,1.0,5.0,25.0,1,5.390000000000001
subway,egg & cheese,"6"" egg & cheese",0,1,Sandwiches,"6"" Egg & Cheese, Artisan Italian, American Cheese, Breakfast & Pizza & Sliders",380,20.0,6.0,0.0,250.0,780,36.0,0.0,2.0,19.0,0,4.49
subway,"steak, egg & cheese","6"" steak, egg & cheese",0,1,Sandwiches,"6"" Steak, Egg & Cheese, Artisan Italian, American Cheese, Breakfast & Pizza & Sliders",450,22.0,7.0,0.0,285.0,1060,38.0,,3.0,29.0,0,5.385
subway,sunrise subway melt,"6"" tuna fresh melt",1,0,Sandwiches,"6"" Tuna Fresh Melt, Bread, Cheese, Select Vegetables, Make any Sandwich into a 6"" Fresh Melt",570,37.0,11.0,1.0,75.0,1060,35.0,,2.0,30.0,1,5.390000000000001
subway,chicken caesar,"6"" grilled chicken",0,1,Sandwiches,"6"" Grilled Chicken, 6"" Limited Time Offer/Regional Subs, Sandwiches",280,4.0,1.0,0.0,50.0,530,40.0,4.0,6.0,24.0,0,6.49
subway,pizza sub,"6"" pizza sub",0,1,Sandwiches,"6"" Pizza Sub, 6"" Limited Time Offer/Regional Subs, Sandwiches",420,23.0,10.0,1.0,60.0,1480,41.0,2.0,5.0,18.0,0,7.48
subway,rotisserie-style chicken & bacon,"6"" chicken & bacon ranch (with rotisserie-style chicken)",1,0,Sandwiches,"6"" Chicken & Bacon Ranch (with Rotisserie-Style Chicken), 6"" Build Your Own Sandwiches, Sandwiches",530,29.0,11.0,0.0,105.0,1200,39.0,2.0,5.0,34.0,1,8.78
subway,b.l.t.,b.l.t. salad,0,1,Salads,"B.L.T. Salad, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, W/o Dressing, Make any Sandwich into a Salad Limited Time Offer/Regional",210,14.0,5.0,0.0,35.0,420,11.0,4.0,6.0,13.0,1,7.78
subway,chicken & bacon ranch,"6"" chicken & bacon ranch (with rotisserie-style chicken)",1,0,Sandwiches,"6"" Chicken & Bacon Ranch (with Rotisserie-Style Chicken), 6"" Build Your Own Sandwiches, Sandwiches",530,29.0,11.0,0.0,105.0,1200,39.0,2.0,5.0,34.0,1,8.78
subway,ham and jack,"6"" oven roasted turkey and ham",0,1,Sandwiches,"6"" Oven Roasted Turkey and Ham, 6"" Limited Time Offer/Regional Subs, Sandwiches",270,4.0,1.0,0.0,25.0,800,40.0,4.0,6.0,19.0,1,1.89
subway,italian spice,italian spice (includes american cheese and mvp parmesan vinaigrette),0,1,Burgers,"Italian Spice (includes American Cheese and MVP Parmesan Vinaigrette), Sliders",230,15.0,5.0,0.0,30.0,720,19.0,0.0,1.0,9.0,0,1.89
subway,little cheesesteak,little cheesesteak (includes american cheese and baja chipotle sauce),0,1,Burgers,"Little Cheesesteak (includes American Cheese and Baja Chipotle Sauce), Sliders",160,7.0,3.0,0.0,20.0,430,19.0,,2.0,8.0,0,2.39
subway,apple sauce,peppercorn ranch sauce,0,1,Toppings & Ingredients,"Peppercorn Ranch Sauce, Sandwich Condiments and Toppings",80,8.0,2.0,0.0,5.0,100,1.0,0.0,1.0,0.0,0,1.49
subway,chocolate chip cookie,chocolate chip cookie,0,1,Desserts,"Chocolate Chip Cookie, Desserts & Sides",210,10.0,5.0,0.0,10.0,120,30.0,,18.0,2.0,0,0.59
subway,oatmeal raisin cookie,oatmeal raisin cookie,0,1,Desserts,"Oatmeal Raisin Cookie, Desserts & Sides",200,8.0,4.0,0.0,15.0,110,30.0,1.0,16.0,3.0,0,0.59
subway,double chocolate cookie,chocolate chip cookie,0,1,Desserts,"Chocolate Chip Cookie, Desserts & Sides",210,10.0,5.0,0.0,10.0,120,30.0,,18.0,2.0,0,0.59
subway,white chip macadamia nut cookie,white chip macadamia nut cookie,0,1,Desserts,"White Chip Macadamia Nut Cookie, Desserts & Sides",210,10.0,5.0,0.0,15.0,125,28.0,,17.0,2.0,0,0.59
subway,dark chocolate cherry cookie,chocolate chip cookie,0,1,Desserts,"Chocolate Chip Cookie, Desserts & Sides",210,10.0,5.0,0.0,10.0,120,30.0,,18.0,2.0,0,0.59
subway,honest kids,"veggie delite, kids",0,1,Sandwiches,"Veggie Delite, Kids, Mini Multigrain Bread, Fresh Vegetables, Kids' Mini Sub",140,2.0,0.0,0.0,0.0,210,26.0,3.0,3.0,5.0,1,1.19
subway,cheese flatizza,cheese flatizza,0,1,Pizza,Cheese Flatizza,410,17.0,9.0,0.0,40.0,760,45.0,2.0,4.0,18.0,0,3.5
subway,pepperoni flatizza,pepperoni flatizza,0,1,Pizza,Pepperoni Flatizza,470,22.0,11.0,1.0,55.0,960,45.0,2.0,4.0,21.0,0,3.5
subway,spicy italian flatizza,spicy italian flatizza,0,1,Pizza,Spicy Italian Flatizza,510,26.0,12.0,1.0,65.0,1130,46.0,2.0,4.0,23.0,1,3.5
subway,veggie flatizza,veggie flatizza,0,1,Pizza,Veggie Flatizza,430,17.0,9.0,0.0,40.0,770,49.0,3.0,6.0,19.0,0,3.5
taco_bell,volcano taco,crunchy taco supreme,1,0,Sandwiches,"Crunchy Taco Supreme, Tacos",190,11.0,4.5,0.0,25.0,320,15.0,3.0,2.0,8.0,1,2.99
taco_bell,soft taco,soft taco - beef,1,0,Sandwiches,"Soft Taco - Beef, Tacos",180,9.0,4.0,0.0,25.0,500,18.0,3.0,1.0,9.0,1,1.99
taco_bell,soft taco supreme,soft taco supreme - beef,1,0,Sandwiches,"Soft Taco Supreme - Beef, Tacos",210,10.0,5.0,0.0,25.0,510,20.0,3.0,2.0,9.0,0,2.89
taco_bell,spicy potato soft taco,spicy potato soft taco,1,0,Sandwiches,"Spicy Potato Soft Taco, Veggie Cravings, New Cravings Value Menu",240,12.0,3.0,0.0,10.0,480,28.0,2.0,1.0,5.0,1,1.69
taco_bell,crunchy taco,crunchy taco,1,0,Sandwiches,"Crunchy Taco, Tacos, Specialties",170,10.0,3.5,0.0,25.0,300,13.0,3.0,,8.0,1,1.89
taco_bell,crunchy taco supreme,crunchy taco supreme,1,0,Sandwiches,"Crunchy Taco Supreme, Tacos",190,11.0,4.5,0.0,25.0,320,15.0,3.0,2.0,8.0,1,2.89
taco_bell,nacho cheese doritos locos tacos,nacho cheese doritos locos taco,1,0,Sandwiches,"Nacho Cheese Doritos Locos Taco, Tacos, Specialties",170,9.0,3.5,0.0,25.0,350,13.0,3.0,,8.0,0,3.19
taco_bell,nacho cheese doritos locos tacos supreme,nacho cheese doritos locos taco supreme,1,0,Sandwiches,"Nacho Cheese Doritos Locos Taco Supreme, Tacos",190,11.0,4.5,0.0,25.0,360,15.0,3.0,2.0,8.0,0,3.89
taco_bell,chalupa supreme,chalupa supreme - beef,1,0,Sandwiches,"Chalupa Supreme - Beef, Tacos",360,21.0,6.0,0.0,25.0,570,31.0,4.0,4.0,12.0,0,5.29
taco_bell,black bean chalupa supreme,black bean chalupa supreme,0,1,Sandwiches,"Black Bean Chalupa Supreme, Veggie Cravings",340,18.0,4.0,0.0,10.0,460,36.0,6.0,4.0,10.0,0,5.19
taco_bell,cheesy gordita crunch,cheesy gordita crunch,1,0,Sandwiches,"Cheesy Gordita Crunch, Tacos, Specialties",500,28.0,10.0,0.0,50.0,840,41.0,5.0,5.0,20.0,0,5.69
taco_bell,doritos cheesy gordita crunch - nacho cheese,cheesy gordita crunch,1,0,Sandwiches,"Cheesy Gordita Crunch, Tacos, Specialties",500,28.0,10.0,0.0,50.0,840,41.0,5.0,5.0,20.0,0,5.79
taco_bell,beefy crunch burrito combo,beefy 5-layer burrito,1,0,Sandwiches,"Beefy 5-Layer Burrito, Burritos",490,18.0,7.0,0.0,25.0,1260,65.0,8.0,5.0,18.0,1,7.49
taco_bell,cheesy gordita crunch deluxe box,cheesy gordita crunch,1,0,Sandwiches,"Cheesy Gordita Crunch, Tacos, Specialties",500,28.0,10.0,0.0,50.0,840,41.0,5.0,5.0,20.0,0,9.99
taco_bell,steak grilled cheese burrito combo,burrito supreme - steak,1,0,Sandwiches,"Burrito Supreme - Steak, Burritos",380,12.0,6.0,0.0,30.0,1160,50.0,7.0,5.0,19.0,0,9.39
taco_bell,mexican pizza combo,mexican pizza - specialties,0,1,Pizza,Mexican Pizza - Specialties,540,29.0,8.0,0.0,40.0,940,49.0,10.0,3.0,19.0,1,9.99
taco_bell,chicken quesadilla combo,quesadilla - chicken,1,0,Entrees,"Quesadilla - Chicken, Quesadillas",520,26.0,13.0,0.0,75.0,1260,41.0,3.0,3.0,26.0,1,10.49
taco_bell,nachos bellgrande combo,nachos bellgrande - beef,1,0,Entrees,"Nachos BellGrande - Beef, Nachos, Specialties",730,38.0,6.0,0.0,25.0,1130,81.0,15.0,4.0,17.0,0,10.99
taco_bell,2 chicken chalupas supreme combo,burrito supreme - chicken,1,0,Sandwiches,"Burrito Supreme - Chicken, Burritos",370,11.0,5.0,0.0,35.0,1150,49.0,7.0,4.0,19.0,0,12.49
taco_bell,3 crunchy tacos supreme combo,crunchy taco supreme,1,0,Sandwiches,"Crunchy Taco Supreme, Tacos",190,11.0,4.5,0.0,25.0,320,15.0,3.0,2.0,8.0,1,10.69
taco_bell,3 doritos locos tacos combo,nacho cheese doritos locos taco,1,0,Sandwiches,"Nacho Cheese Doritos Locos Taco, Tacos, Specialties",170,9.0,3.5,0.0,25.0,350,13.0,3.0,,8.0,0,10.49
taco_bell,3 doritos locos tacos supreme combo,nacho cheese doritos locos taco supreme,1,0,Sandwiches,"Nacho Cheese Doritos Locos Taco Supreme, Tacos",190,11.0,4.5,0.0,25.0,360,15.0,3.0,2.0,8.0,0,11.99
taco_bell,3 soft tacos combo,soft taco supreme - beef,1,0,Sandwiches,"Soft Taco Supreme - Beef, Tacos",210,10.0,5.0,0.0,25.0,510,20.0,3.0,2.0,9.0,0,8.29
taco_bell,3 soft tacos supreme combo,soft taco supreme - beef,1,0,Sandwiches,"Soft Taco Supreme - Beef, Tacos",210,10.0,5.0,0.0,25.0,510,20.0,3.0,2.0,9.0,0,10.69
taco_bell,burrito supreme combo,burrito supreme - beef,1,0,Sandwiches,"Burrito Supreme - Beef, Burritos",400,14.0,6.0,0.0,25.0,1130,51.0,8.0,4.0,16.0,0,10.19
taco_bell,"for 2
2 crunchwrap supremes
2 bean burritos
2 soft tacos
2 chips and nacho cheese sauces",chips and nacho cheese sauce,0,1,Appetizers & Sides,"Chips and Nacho Cheese Sauce, Veggie Cravings",220,13.0,1.5,0.0,0.0,280,24.0,2.0,1.0,3.0,1,12.5
taco_bell,"for 4
2 crunchwrap supremes
2 chicken quesadillas
4 soft tacos
2 chips and nacho cheese sauces",chips and nacho cheese sauce,0,1,Appetizers & Sides,"Chips and Nacho Cheese Sauce, Veggie Cravings",220,13.0,1.5,0.0,0.0,280,24.0,2.0,1.0,3.0,1,20.83
taco_bell,beefy crunch burrito,beefy 5-layer burrito,1,0,Sandwiches,"Beefy 5-Layer Burrito, Burritos",490,18.0,7.0,0.0,25.0,1260,65.0,8.0,5.0,18.0,1,3.49
taco_bell,watermelon berry lemonade freeze,wild cherry freeze (16 oz),0,1,Beverages,"Wild Cherry Freeze (16 oz), Drinks",150,0.0,0.0,0.0,0.0,70,40.0,0.0,40.0,0.0,0,3.89
taco_bell,double beef volcano burrito,burrito supreme - beef,1,0,Sandwiches,"Burrito Supreme - Beef, Burritos",400,14.0,6.0,0.0,25.0,1130,51.0,8.0,4.0,16.0,0,4.49
taco_bell,grilled cheese burrito,chipotle ranch grilled chicken burrito - value menu,0,1,Sandwiches,"Chipotle Ranch Grilled Chicken Burrito - Value Menu, New Cravings Value Menu",510,29.0,7.0,0.0,45.0,950,47.0,4.0,3.0,17.0,0,4.89
taco_bell,steak grilled cheese burrito,burrito supreme - steak,1,0,Sandwiches,"Burrito Supreme - Steak, Burritos",380,12.0,6.0,0.0,30.0,1160,50.0,7.0,5.0,19.0,0,5.89
taco_bell,chicken grilled cheese burrito,chipotle ranch grilled chicken burrito - value menu,0,1,Sandwiches,"Chipotle Ranch Grilled Chicken Burrito - Value Menu, New Cravings Value Menu",510,29.0,7.0,0.0,45.0,950,47.0,4.0,3.0,17.0,0,5.69
taco_bell,bean burrito,bean burrito (v),1,0,Sandwiches,"Bean Burrito (V), Burritos, Veggie Cravings",350,9.0,4.0,0.0,5.0,1040,55.0,10.0,3.0,13.0,1,2.79
taco_bell,beefy 5-layer burrito,beefy 5-layer burrito,1,0,Sandwiches,"Beefy 5-Layer Burrito, Burritos",490,18.0,7.0,0.0,25.0,1260,65.0,8.0,5.0,18.0,1,4.29
taco_bell,burrito supreme,burrito supreme - beef,1,0,Sandwiches,"Burrito Supreme - Beef, Burritos",400,14.0,6.0,0.0,25.0,1130,51.0,8.0,4.0,16.0,0,5.89
taco_bell,chipotle ranch grilled chicken burrito,chipotle ranch grilled chicken burrito - value menu,0,1,Sandwiches,"Chipotle Ranch Grilled Chicken Burrito - Value Menu, New Cravings Value Menu",510,29.0,7.0,0.0,45.0,950,47.0,4.0,3.0,17.0,0,2.99
taco_bell,beefy melt burrito,beefy melt burrito - value menu,0,1,Sandwiches,"Beefy Melt Burrito - Value Menu, New Cravings Value Menu",620,29.0,11.0,0.0,45.0,1190,70.0,6.0,4.0,20.0,0,2.99
taco_bell,cheesy bean and rice burrito,cheesy bean & rice burrito - value menu,1,0,Sandwiches,"Cheesy Bean & Rice Burrito - Value Menu, New Cravings Value Menu, Veggie Cravings",420,16.0,4.0,0.0,,920,55.0,7.0,3.0,9.0,0,1.89
taco_bell,fiesta veggie burrito,fiesta veggie burrito - value menu,0,1,Sandwiches,"Fiesta Veggie Burrito - Value Menu, New Cravings Value Menu",570,28.0,8.0,0.0,25.0,1030,65.0,8.0,4.0,14.0,0,2.49
taco_bell,mexican pizza,mexican pizza - specialties,0,1,Pizza,Mexican Pizza - Specialties,540,29.0,8.0,0.0,40.0,940,49.0,10.0,3.0,19.0,1,4.99
taco_bell,veggie mexican pizza,mexican pizza - veggie - specialties,0,1,Pizza,Mexican Pizza - Veggie - Specialties,470,25.0,6.0,0.0,20.0,690,46.0,8.0,3.0,14.0,1,5.19
taco_bell,crunchwrap supreme,crunchwrap supreme - specialties,1,0,Sandwiches,Crunchwrap Supreme - Specialties,540,21.0,7.0,0.0,20.0,1210,73.0,6.0,6.0,15.0,1,6.19
taco_bell,black bean crunchwrap supreme,black bean crunchwrap supreme - specialties,1,0,Sandwiches,"Black Bean Crunchwrap Supreme - Specialties, Veggie Cravings",520,18.0,5.0,0.0,5.0,1100,77.0,7.0,6.0,13.0,1,5.49
taco_bell,cheesy roll up,cheesy roll up - value menu,1,0,Sandwiches,"Cheesy Roll Up - Value Menu, New Cravings Value Menu, Specialties, Veggie Cravings",180,9.0,6.0,0.0,20.0,430,17.0,1.0,1.0,8.0,0,1.89
taco_bell,chicken chipotle melt,chicken chipotle melt - value menu,1,0,Sandwiches,"Chicken Chipotle Melt - Value Menu, New Cravings Value Menu",190,9.0,3.0,0.0,35.0,530,16.0,1.0,,12.0,0,2.29
taco_bell,cheesy fiesta potatoes,cheesy fiesta potatoes - specialties,1,0,Fried Potatoes,"Cheesy Fiesta Potatoes - Specialties, Veggie Cravings, Sides & Sweets",240,13.0,2.0,0.0,,520,28.0,3.0,1.0,3.0,0,2.59
taco_bell,chips and nacho cheese sauce,chips and nacho cheese sauce,0,1,Appetizers & Sides,"Chips and Nacho Cheese Sauce, Veggie Cravings",220,13.0,1.5,0.0,0.0,280,24.0,2.0,1.0,3.0,0,2.39
taco_bell,black beans,black beans (v),1,0,Appetizers & Sides,"Black Beans (V), Sides & Sweetss, Veggie Cravings",50,1.5,0.0,0.0,0.0,140,7.0,3.0,,3.0,0,2.49
taco_bell,black beans and rice,black beans & rice (v),1,0,Appetizers & Sides,"Black Beans & Rice (V), Sides & Sweets, Veggie Cravings",160,4.5,0.0,0.0,0.0,370,25.0,4.0,,4.0,0,2.19
taco_bell,pintos n cheese,quesadilla - cheese (v),1,0,Entrees,"Quesadilla - Cheese (V), Quesadillas",470,24.0,13.0,0.0,50.0,1000,41.0,3.0,3.0,18.0,0,2.49
taco_bell,cinnamon twists,cinnamon twists (v),1,0,Baked Goods,"Cinnamon Twists (V), Sides & Sweets, Veggie Cravings, New Cravings Value Menu",170,6.0,0.5,0.0,0.0,115,27.0,,10.0,1.0,0,1.79
taco_bell,cinnabon delights 2 pack,cinnabon delights (2 pack),0,1,Baked Goods,"Cinnabon Delights (2 Pack), Veggie Cravings",160,9.0,2.0,0.0,5.0,80,17.0,0.0,10.0,2.0,0,2.19
taco_bell,cinnabon delights 12 pack,cinnabon delights (12 pack - serves 4),0,1,Baked Goods,"Cinnabon Delights (12 Pack - Serves 4), Veggie Cravings",930,53.0,13.0,2.0,40.0,480,104.0,3.0,59.0,9.0,0,6.99
taco_bell,mild sauce packet,mild sauce packet (v),1,0,Toppings & Ingredients,"Mild Sauce Packet (V), Sides & Sweets",0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0,0.0
taco_bell,hot sauce packet,hot sauce packet (v),1,0,Toppings & Ingredients,"Hot Sauce Packet (V), Sides & Sweets",0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0,0.0
taco_bell,fire sauce packet,fire sauce packet (v),1,0,Toppings & Ingredients,"Fire Sauce Packet (V), Sides & Sweets",0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,0,0.0
taco_bell,diablo sauce packet,diablo sauce packet (v),1,0,Toppings & Ingredients,"Diablo Sauce Packet (V), Sides & Sweets",0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0,0.0
taco_bell,nacho cheese sauce,chips and nacho cheese sauce,0,1,Appetizers & Sides,"Chips and Nacho Cheese Sauce, Veggie Cravings",220,13.0,1.5,0.0,0.0,280,24.0,2.0,1.0,3.0,0,1.0
taco_bell,creamy jalapeño sauce,hot sauce packet (v),1,0,Toppings & Ingredients,"Hot Sauce Packet (V), Sides & Sweets",0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0,0.8
taco_bell,avocado ranch sauce,hot sauce packet (v),1,0,Toppings & Ingredients,"Hot Sauce Packet (V), Sides & Sweets",0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0,0.8
taco_bell,chicken quesadilla,quesadilla - chicken,1,0,Entrees,"Quesadilla - Chicken, Quesadillas",520,26.0,13.0,0.0,75.0,1260,41.0,3.0,3.0,26.0,1,6.29
taco_bell,steak quesadilla,quesadilla - steak,1,0,Entrees,"Quesadilla - Steak, Quesadillas",520,27.0,14.0,0.0,70.0,1270,42.0,3.0,4.0,26.0,0,6.49
taco_bell,cheese quesadilla,cheese quesadilla,0,1,Entrees,"Cheese Quesadilla, Veggie Cravings",470,24.0,13.0,0.0,50.0,1000,41.0,3.0,3.0,18.0,0,5.39
taco_bell,blue raspberry freeze,blue raspberry electric strawberry freeze (16 oz),0,1,Beverages,"Blue Raspberry Electric Strawberry Freeze (16 oz), Freezes",130,0.0,0.0,0.0,0.0,35,35.0,0.0,33.0,0.0,0,3.89
taco_bell,mtn dew baja blast freeze,mtn dew baja blast freeze (20 oz),1,0,Beverages,"Mtn Dew Baja Blast Freeze (20 oz), Drinks, Cantina Menu, At participating locations only",190,0.0,0.0,0.0,0.0,55,51.0,0.0,51.0,0.0,0,3.89
taco_bell,diet pepsi,diet pepsi (16 fl oz),1,0,Beverages,Diet Pepsi (16 fl oz),0,0.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0,2.89
taco_bell,pepsi zero sugar,pepsi zero sugar (16 fl oz),1,0,Beverages,Pepsi Zero Sugar (16 fl oz),0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0,2.89
taco_bell,cherry pepsi,pepsi wild cherry (16 fl oz),1,0,Beverages,Pepsi Wild Cherry (16 fl oz),210,0.0,0.0,0.0,0.0,45,56.0,0.0,56.0,0.0,0,2.89
taco_bell,mtn dew,mtn dew (30 fl oz),1,0,Beverages,"Mtn Dew (30 fl oz), Fountain Beverages (30 oz)",420,0.0,0.0,0.0,0.0,130,110.0,0.0,110.0,0.0,0,2.89
taco_bell,mtn dew zero,mtn dew zero sugar (16 fl oz),0,1,Beverages,Mtn Dew Zero Sugar (16 fl oz),0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0,2.89
taco_bell,mtn dew baja blast,mtn dew baja blast (16 fl oz),0,1,Beverages,Mtn Dew Baja Blast (16 fl oz),220,0.0,0.0,0.0,0.0,65,59.0,0.0,59.0,0.0,0,2.89
taco_bell,mtn dew baja blast zero sugar,mtn dew baja blast zero sugar (16 fl oz),1,0,Beverages,Mtn Dew Baja Blast Zero Sugar (16 fl oz),5,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,0.0,0,2.89
taco_bell,mug root beer,mug root beer (16 fl oz),1,0,Beverages,Mug Root Beer (16 fl oz),190,0.0,0.0,0.0,0.0,75,51.0,0.0,51.0,0.0,0,2.89
taco_bell,g2 gatorade fruit punch,g2 - fruit punch (16 fl oz),1,0,Beverages,G2 - Fruit Punch (16 fl oz),45,0.0,0.0,0.0,0.0,220,10.0,0.0,9.0,0.0,0,2.89
taco_bell,dole lemonade strawberry squeeze,dole strawberry lemonade squeeze (16 fl oz),0,1,Beverages,Dole Strawberry Lemonade Squeeze (16 fl oz),70,0.0,0.0,0.0,0.0,135,17.0,0.0,17.0,0.0,0,2.89
taco_bell,brisk mango fiesta,brisk mango iced tea (16 fl oz),1,0,Beverages,"Brisk Mango Iced Tea (16 fl oz), Fountain Beverages (16 oz)",90,0.0,0.0,0.0,0.0,50,24.0,0.0,24.0,0.0,0,2.89
taco_bell,brisk dragon paradise sparkling iced tea,brisk dragon paradise sparkling iced tea (16 fl oz),0,1,Beverages,"Brisk Dragon Paradise Sparkling Iced Tea (16 fl oz), Fountain Beverages (16 oz)",70,0.0,0.0,0.0,0.0,80,17.0,0.0,17.0,0.0,0,2.89
taco_bell,lipton unsweetened iced tea,brisk unsweetened no lemon iced tea (16 fl oz),1,0,Beverages,"Brisk Unsweetened No Lemon Iced Tea (16 fl oz), Fountain Beverages (16 oz)",0,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,0.0,0,2.89
taco_bell,tropicana orange juice,orange juice,1,0,Beverages,"Orange Juice, Drinks, Breakfast",140,0.0,0.0,0.0,0.0,20,33.0,,28.0,2.0,0,2.9
taco_bell,premium hot coffee,premium roast coffee - hot,0,1,Beverages,"Premium Roast Coffee - Hot, Breakfast, Drinks",0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0,1.79
taco_bell,hot cinnabon delights coffee,cinnabon delights coffee - hot,0,1,Beverages,"Cinnabon Delights Coffee - Hot, Breakfast",160,2.0,1.5,0.0,5.0,75,34.0,0.0,22.0,1.0,0,2.49
taco_bell,regular iced coffee,iced coffee with creamer,0,1,Beverages,"Iced Coffee with Creamer, Breakfast",45,1.0,0.5,0.0,,15,8.0,0.0,7.0,,0,1.69
taco_bell,iced cinnabon delights coffee,cinnabon delights coffee - iced,0,1,Beverages,"Cinnabon Delights Coffee - Iced, Breakfast",160,2.0,1.5,0.0,5.0,85,34.0,0.0,22.0,1.0,0,2.49
taco_bell,nachos bellgrande,nachos bellgrande - beef,1,0,Entrees,"Nachos BellGrande - Beef, Nachos, Specialties",730,38.0,6.0,0.0,25.0,1130,81.0,15.0,4.0,17.0,0,6.69
taco_bell,"supreme taco party pack
6 crunchy taco supremes
6 crunchy taco supremes",crunchy taco supreme,1,0,Sandwiches,"Crunchy Taco Supreme, Tacos",190,11.0,4.5,0.0,25.0,320,15.0,3.0,2.0,8.0,1,25.99
taco_bell,"supreme soft taco party pack
6 soft taco supremes
6 soft taco supremes",soft taco supreme - beef,1,0,Sandwiches,"Soft Taco Supreme - Beef, Tacos",210,10.0,5.0,0.0,25.0,510,20.0,3.0,2.0,9.0,0,25.99
taco_bell,"variety taco party pack
6 crunchy tacos
6 nacho cheese doritos locos tacos",nacho cheese doritos locos taco,1,0,Sandwiches,"Nacho Cheese Doritos Locos Taco, Tacos, Specialties",170,9.0,3.5,0.0,25.0,350,13.0,3.0,,8.0,1,25.99
taco_bell,"supreme variety taco party pack
6 crunchy taco supremes
6 nacho cheese doritos locos tacos supremes",nacho cheese doritos locos taco supreme,1,0,Sandwiches,"Nacho Cheese Doritos Locos Taco Supreme, Tacos",190,11.0,4.5,0.0,25.0,360,15.0,3.0,2.0,8.0,1,25.99
taco_bell,power menu bowl - veggie,power menu bowl - veggie (v),1,0,Entrees,"Power Menu Bowl - Veggie (V), Power Menu",420,20.0,6.0,0.0,20.0,870,47.0,10.0,3.0,13.0,0,7.19
taco_bell,power menu bowl,power menu bowl - steak,1,0,Entrees,"Power Menu Bowl - Steak, Power Menu",480,23.0,7.0,0.0,60.0,1280,42.0,7.0,4.0,25.0,0,7.79
wendys,baconator,baconator,1,0,Burgers,"Baconator, Premium Bun, Ketchup, Mayo, American Cheese Slice, Hamburger Patties, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Marinara, Tomato, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Smoky Honey Mustard, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",960,66.0,27.0,3.0,155.0,1540,36.0,1.0,7.0,57.0,1,6.09
wendys,son of baconator,son of baconator,1,0,Burgers,"Son of Baconator, Premium Bun, Ketchup, Mayo, Jr. Hamburger Patties, Applewood Smoked Bacon, American Cheese Slice, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",630,40.0,16.0,1.5,85.0,1210,36.0,1.0,7.0,32.0,1,4.69
wendys,son of baconator – combo,son of baconator,1,0,Burgers,"Son of Baconator, Premium Bun, Ketchup, Mayo, Jr. Hamburger Patties, Applewood Smoked Bacon, American Cheese Slice, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers",630,40.0,16.0,1.5,85.0,1210,36.0,1.0,7.0,32.0,1,6.69
wendys,gouda bacon cheeseburger (limited time),jr. bacon cheeseburger,1,0,Burgers,"Jr. Bacon Cheeseburger, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals",370,23.0,8.0,1.0,45.0,650,25.0,1.0,5.0,18.0,0,4.99
