item,restaurant,price_usd
"Supreme Variety Taco Party Pack
6 Crunchy Taco Supremes®
6 Nacho Cheese Doritos Locos Tacos Supremes®",Taco Bell,25.99
Drinks Party Pack,Taco Bell,4.00
Bean Burrito,Taco Bell,2.79
Cheesy Bean and Rice Burrito,Taco Bell,1.89
Fiesta Veggie Burrito,Taco Bell,2.49
Spicy Potato Soft Taco,Taco Bell,1.69
Black Bean Chalupa Supreme®,Taco Bell,5.19
Black Bean Crunchwrap Supreme®,Taco Bell,5.49
Veggie Mexican Pizza,Taco Bell,5.19
Cheese Quesadilla,Taco Bell,5.39
Power Menu Bowl - Veggie,Taco Bell,7.19
Cheesy Roll Up,Taco Bell,1.89
Cheesy Fiesta Potatoes,Taco Bell,2.59
Chips and Nacho Cheese Sauce,Taco Bell,2.39
Black Beans,Taco Bell,2.49
Black Beans and Rice,Taco Bell,2.19
Pintos N Cheese,Taco Bell,2.49
Cinnamon Twists,Taco Bell,1.79
Cinnabon Delights® 2 Pack,Taco Bell,2.19
Cinnabon Delights® 12 Pack,Taco Bell,6.99
Power Menu Bowl,Taco Bell,7.79
Power Menu Bowl - Veggie,Taco Bell,7.19
Beef Crispy Taco,Taco Bueno,1.49
Beef Soft Taco,Taco Bueno,1.59
Beef Crispy BFT,Taco Bueno,2.89
Chicken Crispy Taco,Taco Bueno,1.89
Chicken Crispy BFT,Taco Bueno,3.49
Chicken Soft Taco,Taco Bueno,1.99
Steak Soft Taco,Taco Bueno,2.79
Steak Crispy Taco,Taco Bueno,2.69
Steak Crispy BFT,Taco Bueno,4.99
Beef Muchaco,Taco Bueno,2.69
Chicken Muchaco,Taco Bueno,2.99
Party Taco,Taco Bueno,1.09
Beef Bueno Burrito,Taco Bueno,2.99
Chicken Bueno Burrito,Taco Bueno,2.99
Beef B O B,Taco Bueno,3.99
Chicken B O B,Taco Bueno,4.49
Bean Burrito,Taco Bueno,1.49
Steak B O B,Taco Bueno,5.39
Big Freak’n Quesadilla,Taco Bueno,5.99
Steak Quesadilla,Taco Bueno,4.99
Beef Quesadilla,Taco Bueno,3.89
Chicken Quesadilla,Taco Bueno,4.79
Cheese Quesadilla,Taco Bueno,3.59
Party Quesadilla,Taco Bueno,0.99
Party Taco,Taco Bueno,1.09
Party Burrito,Taco Bueno,1.09
Beef Taco Rollup,Taco Bueno,0.99
Chicken Taco Rollup,Taco Bueno,1.39
Bean Burrito,Taco Bueno,1.49
Beef Potato Burrito,Taco Bueno,1.99
Chicken Potato Burrito,Taco Bueno,2.29
Mucho Tostada,Taco Bueno,2.49
Tostada,Taco Bueno,1.49
Taco Burger,Taco Bueno,1.99
Party Quesadilla,Taco Bueno,0.99
"Beef Muchaco, Crispy Beef Taco, Bean Burrito & Fountain Drink",Taco Bueno,6.59
"Three Taquitos, Dipping Sauce, a Bean Burrito and a Fountain Drink",Taco Bueno,6.00
Three Crispy Beef Tacos & Fountain Drink,Taco Bueno,5.69
"Beef Bueno Burrito, Crispy Beef Taco & Fountain Drink",Taco Bueno,5.39
"MexiDips & Chips, Beef Muchaco, fountain drink",Taco Bueno,6.99
"Chicken Quesadilla, Crispy Beef Taco & Fountain Drink",Taco Bueno,6.99
"Beef Mucho Nachos, Soft Beef Taco & Fountain Drink",Taco Bueno,7.29
"Beef Nacho Salad, Crispy Beef Taco & Fountain Drink",Taco Bueno,6.59
"MexiDips & Chips, Beef Muchaco & Fountain Drink",Taco Bueno,6.99
"2 Beef Crispy BFT’s, Bean Burrito & Fountain Drink",Taco Bueno,7.49
Beef Mucho Nachos & Fountain Drink,Taco Bueno,5.00
Grande Beef Taco Platter,Taco Bueno,6.39
Grande Chicken Taco Platter,Taco Bueno,7.09
Beef Wholotta Platter,Taco Bueno,7.99
Chicken Wholotta Platter,Taco Bueno,8.39
Beef Taco Platter,Taco Bueno,4.99
Chicken Taco Platter,Taco Bueno,5.29
Beef Muchaco Platter,Taco Bueno,5.29
Chicken Muchaco Platter,Taco Bueno,5.59
Beef Chilada/Taco Platter,Taco Bueno,5.69
Chicken Chilada/Taco Platter,Taco Bueno,5.99
Beef Chilada Platter,Taco Bueno,5.99
Chicken Chilada Platter,Taco Bueno,6.19
Sour Cream Chicken Chilada Platter,Taco Bueno,6.59
Steak Nacho Salad,Taco Bueno,5.39
Steak Mucho Nachos,Taco Bueno,6.49
Big Freak’n Nachos,Taco Bueno,5.99
Beef Mucho Nachos,Taco Bueno,4.99
Chicken Mucho Nachos,Taco Bueno,4.99
Beef Nacho Salad,Taco Bueno,3.99
Chicken Nacho Salad,Taco Bueno,4.19
Beef Taco Salad,Taco Bueno,5.69
Chicken Taco Salad,Taco Bueno,5.99
Steak Taco Salad,Taco Bueno,6.99
Mega MexiDips,Taco Bueno,9.99
MexiDips & Chips,Taco Bueno,3.89
Chips & Guacamole ,Taco Bueno,2.69
Chips & Queso,Taco Bueno,2.69
Chips & Queso,Taco Bueno,1.79
Chips,Taco Bueno,0.89
Chips & Guacamole ,Taco Bueno,1.79
Party Beans,Taco Bueno,0.99
Mexican or White Rice,Taco Bueno,0.99
Guacamole,Taco Bueno,0.99
Queso,Taco Bueno,1.39
Sour Cream,Taco Bueno,0.99
Black Beans,Taco Bueno,1.39
White Rice,Taco Bueno,0.99
Jalapeno Ranch,Taco Bueno,0.99
Cheddar Cheese,Taco Bueno,0.99
Chili Sauce,Taco Bueno,0.49
Queso,Taco Bueno,2.99
Taco Meat,Taco Bueno,1.19
Jalapeno White Queso,Taco Bueno,1.39
Flour Tortilla,Taco Bueno,0.29
Cheesecake Chimichanga,Taco Bueno,1.49
Cheesecake Chimichanga,Taco Bueno,2.69
Cinnamon Chips,Taco Bueno,0.99
Cinnamon Bun,Taco Bueno,2.39
Fountain Drink,Taco Bueno,1.69
Fountain Drink,Taco Bueno,1.89
Fountain Drink,Taco Bueno,2.19
Aquafina Water,Taco Bueno,1.59
Tropicana Orange Juice,Taco Bueno,1.79
Frozen Lemonade or Strawberry Lemonade,Taco Bueno,1.99
Frozen Lemonade or Strawberry Lemonade,Taco Bueno,2.49
Steak Fajita,Taco Cabana,5.49
Chicken Fajita,Taco Cabana,5.09
Beef or Chicken,Taco Cabana,4.39
Steak Fajita,Taco Cabana,4.79
Steak Fajita,Taco Cabana,6.89
Chicken Fajita,Taco Cabana,4.49
Chicken Fajita,Taco Cabana,6.59
Bean & Cheese,Taco Cabana,3.09
Bean & Cheese,Taco Cabana,4.89
Super Nachos,Taco Cabana,4.49
Super Nachos,Taco Cabana,6.59
Chips & Queso or Guacamole,Taco Cabana,2.19
Chips & Queso or Guacamole,Taco Cabana,3.99
Steak Fajita,Taco Cabana,5.19
Steak Fajita,Taco Cabana,7.09
Chicken Fajita,Taco Cabana,4.99
Chicken Fajita,Taco Cabana,6.89
Cheese,Taco Cabana,3.89
Cheese,Taco Cabana,5.49
Steak Fajita Plate,Taco Cabana,6.79
Steak Fajita Taco,Taco Cabana,2.29
Chicken Fajita Plate,Taco Cabana,6.39
Chicken Fajita Taco,Taco Cabana,2.09
Street Taco Plate,Taco Cabana,6.89
Street Tacos,Taco Cabana,4.49
Chicken Flautas Plate,Taco Cabana,4.99
Chicken Flautas,Taco Cabana,2.99
Chicken Flautas,Taco Cabana,5.49
Brisket Plate,Taco Cabana,6.79
Brisket Taco,Taco Cabana,2.29
Beef or Chicken Plate,Taco Cabana,5.39
Beef or Chicken Taco,Taco Cabana,1.69
Carne Guisada Plate,Taco Cabana,6.79
Carne Guisada Taco,Taco Cabana,2.39
2 Enchiladas Plate,Taco Cabana,5.79
3 Enchiladas Plate (Beef or Cheese),Taco Cabana,6.89
"Cabana Sampler Plate (Cheese Enchilada, Beef Taco & Chicken Flauta)",Taco Cabana,6.99
Steak Fajita,Taco Cabana,12.99
Steak Fajita,Taco Cabana,22.99
Chicken Fajita,Taco Cabana,11.49
Chicken Fajita,Taco Cabana,19.99
Mixed Fajita,Taco Cabana,12.99
Mixed Fajita,Taco Cabana,22.99
Brisket,Taco Cabana,12.99
Brisket,Taco Cabana,22.99
Taco,Taco Cabana,3.59
Cheese Enchilada,Taco Cabana,3.59
Kid’s Cheese Quesadilla,Taco Cabana,3.59
Soft Drink,Taco Cabana,1.69
Soft Drink,Taco Cabana,1.89
Soft Drink,Taco Cabana,1.99
Vitamin Water,Taco Cabana,2.49
Dasani Water,Taco Cabana,1.69
Simply Orange Juice,Taco Cabana,1.99
Milk or Chocolate Milk,Taco Cabana,1.29
Coffee,Taco Cabana,1.29
Mexican Rice or Beans,Taco Cabana,1.19
Mexican Rice or Beans,Taco Cabana,1.79
Mexican Rice or Beans,Taco Cabana,2.49
Sopapillas,Taco Cabana,1.29
Sopapillas,Taco Cabana,1.99
Breakfast Taco,Taco Cabana,1.09
Breakfast Tacos – Combo,Taco Cabana,3.39
Steak & Egg Taco,Taco Cabana,2.59
Steak & Egg Taco – Combo,Taco Cabana,6.49
Brisket & Egg Taco,Taco Cabana,2.59
Brisket & Egg Taco – Combo,Taco Cabana,6.49
Barbacoa or Carne Guisada Taco,Taco Cabana,2.39
Barbacoa or Carne Guisada Taco – Combo,Taco Cabana,5.69
Breakfast Burrito ,Taco Cabana,2.19
Breakfast Burrito – Combo,Taco Cabana,3.39
Brisket or Steak Egg Burrito,Taco Cabana,5.29
Brisket or Steak Egg Burrito – Combo,Taco Cabana,6.49
Ranchero Plate,Taco Cabana,4.89
Mexicana Plate,Taco Cabana,5.09
Barbacoa & Eggs Plate,Taco Cabana,5.79
Brisket or Steak & Eggs Plate,Taco Cabana,5.99
TC’s Way,Taco Cabana,10.99
Your Choice,Taco Cabana,11.99
Super Burrito,Taco Casa,3.09
Super Salad,Taco Casa,6.39
Chilada,Taco Casa,3.29
Super Tostada,Taco Casa,2.59
Super Taco,Taco Casa,2.99
Super Nachos,Taco Casa,6.39
Taco Lite,Taco Casa,2.99
Taco,Taco Casa,1.59
Soft Taco,Taco Casa,1.79
Tostada,Taco Casa,1.39
Frijoles,Taco Casa,1.39
Bean Burrito,Taco Casa,1.39
Combination Burrito,Taco Casa,2.69
Meat Burrito,Taco Casa,3.19
Chili Burger,Taco Casa,1.59
Nachos,Taco Casa,3.29
Casa Delites,Taco Casa,0.99
Crunchy Tacos,Taco Casa,15.90
Bean Burritos,Taco Casa,13.90
Crunchy Tacos and Bean Burritos,Taco Casa,14.90
Drink,Taco Casa,1.49
Drink,Taco Casa,1.79
Drink,Taco Casa,1.99
Fish Taco,Taco John's,2.19
Fish Taco – Combo,Taco John's,6.79
Crispy Beef Taco,Taco John's,1.29
2 Crispy Beef Tacos – Combo,Taco John's,4.99
Super Burrito,Taco John's,3.69
Super Burrito – Combo,Taco John's,5.99
Softshell Beef Taco,Taco John's,1.59
2 Softshell Beef Tacos – Combo,Taco John's,5.99
Softshell Chicken Taco,Taco John's,1.99
2 Softshell Chicken Tacos – Combo,Taco John's,6.39
Taco Bravo,Taco John's,2.49
Taco Bravo – Combo,Taco John's,4.99
Beef Burrito,Taco John's,3.69
Beef Burrito – Combo,Taco John's,6.19
Crunchy Chicken Burrito,Taco John's,4.19
Crunchy Chicken Burrito – Combo,Taco John's,6.69
Grilled Chicken Burrito,Taco John's,4.19
Grilled Chicken Burrito – Combo,Taco John's,6.69
Cheesy Quesadilla Melt,Taco John's,2.79
Cheesy Quesadilla Melt – Combo,Taco John's,4.99
Chicken Quesadilla Melt,Taco John's,4.29
Chicken Quesadilla Melt – Combo,Taco John's,6.49
Meat & Potato Burrito and Softshell Taco – Combo,Taco John's,6.99
Stuffed Grilled Taco,Taco John's,2.99
Stuffed Grilled Taco – Combo,Taco John's,5.49
Super Nachos,Taco John's,3.59
Super Nachos,Taco John's,4.99
Super Potato Oles,Taco John's,3.59
Super Potato Oles,Taco John's,4.99
Mexi Rolls,Taco John's,2.19
Mexi Rolls,Taco John's,3.89
Mexi Rolls,Taco John's,5.19
Taco Burger,Taco John's,2.29
Bean Burrito,Taco John's,1.29
Beefy Burrito,Taco John's,2.79
Combination Burrito,Taco John's,2.49
Crunchy Chicken,Taco John's,4.29
Taco Salad,Taco John's,4.79
Chicken Taco Salad,Taco John's,5.29
Crunchy Chicken Taco,Taco John's,5.29
Baja Boneless Wings,Taco John's,4.29
Baja Boneless Wings,Taco John's,5.59
Baja Boneless Wings,Taco John's,10.19
12 Beef Tacos & A Pound of Potato Oles,Taco John's,17.99
6 Beef Tacos & A Pound of Potato Oles,Taco John's,10.99
Beef Crispy or Softshell Taco,Taco John's,2.99
Cheesy Quesadilla,Taco John's,2.99
Crunchy Chicken,Taco John's,2.99
Churro,Taco John's,1.29
Mexican Donut Bites,Taco John's,1.49
Fountain Drink,Taco John's,1.69
Fountain Drink,Taco John's,1.99
Fountain Drink,Taco John's,2.19
Milk,Taco John's,1.59
Potato Oles,Taco John's,1.89
Potato Oles,Taco John's,2.29
Potato Oles,Taco John's,2.59
Chips & Nacho Cheese,Taco John's,1.89
Side Salad,Taco John's,1.89
Refried Beans,Taco John's,1.89
Chips & Queso,Taco John's,2.69
Nacho Cheese,Taco John's,0.99
Sour Cream,Taco John's,0.99
Guacamole,Taco John's,0.99
"
Nachos
",Taco King,7.75
"
Tostaditas
",Taco King,10.75
"
Grilled Quezadilla
",Taco King,7.50
"
Grilled Mexican Quezadilla
",Taco King,10.75
"
King Fries
",Taco King,11.50
"
Bean dip
",Taco King,5.25
"
Menudo
",Taco King,11.95
"
Chicken Soup
",Taco King,11.95
"
Pozole
",Taco King,11.95
"
Chile Verde bowl
",Taco King,11.95
"
Queen Tostada salad
",Taco King,9.25
"
Taco Salad
",Taco King,8.25
"
Deluxe Tostada
",Taco King,7.75
"
Green Salad
",Taco King,6.25
"
Tortas
",Taco King,10.25
"
Sope
",Taco King,5.75
"
Gorditas
",Taco King,6.95
"
King Burriro
",Taco King,12.25
"
Chimichanga
",Taco King,12.25
"
Deluxe Burrito
",Taco King,11.95
"
Combo Dinner
",Taco King,12.25
"
Enchiladas
",Taco King,11.05
"
Special Taco
",Taco King,"4.25
2 Special Tacos – 8.25
3 Special Tacos – 11.25
4 Special Tacos – 13.95"
"
Halibut Taco
",Taco King,"5.25
2 Halibut Tacos – 10.50
3 Halibut Tacos – 13.50"
"
Shrimp Taco
",Taco King,"5.25
2 Shrimp tacos – 10.50
3 Shrimp tacos – 13.50"
"
Mexican Taco
",Taco King,"4.25
2 Mexican Tacos – 8.25
3 Mexican Tacos – 11.25
4 Mexican Tacos – 13.95"
"
Carnitas taco
",Taco King,"3.50
2 Carnitas Tacos – 8.25
3 Carnitas Tacos – 11.25"
"
Gringo Taco
",Taco King,"3.75
2 Gringo Tacos – 6.75
3 Gringo Tacos – 9.75
4 Gringo tacos – 10.95"
"
Make it a combo

",Taco King,12.00
"
Tijuana Taco
",Taco King,"4.25
2 Tijuana Tacos – 8.25
3 Tijuana Tacos – 11.25"
"
Veggie Burrito
",Taco King,8.25
"
Enchiladas
",Taco King,2 Enchiladas – 7.55
"
Small Soft Burrito
",Taco King,"3.95
2 Small Soft Burrito – 7.55
Large Soft Burrito – 7.95
Large Soft Meat Burrito – 7.75"
"
Deluxe Burrito
",Taco King,8.45
"
Taco Burrito
",Taco King,9.25
"
Enchilada
",Taco King,3.95
"
Fried Ice Cream
",Taco King,3.95
"
Buñuelos
",Taco King,3.95
"
Flan
",Taco King,3.95
"
Churros
",Taco King,2.25
"
Can Sodas
",Taco King,1.00
"
Fruit Nectar Jumex
",Taco King,2.50
"
2 Ltr Soda
",Taco King,2.95
"
Horchata
",Taco King,"Small – 2.45
Large – 2.75"
"
6 pack Soda
",Taco King,5.95
"
Rice & beans
",Taco King,4.95
"
Rice
",Taco King,3.70
"
Pint of salsa
",Taco King,3.50
"
Pint of Pico de Gallo
",Taco King,4.00
"
Beans
",Taco King,3.70
"
Chicken & Rice
",Taco King,11.75
"
Guacamole
",Taco King,1.75
"
Chips
",Taco King,1.75
"
Half Avocado
",Taco King,2.25
"
Side of Tortillas
",Taco King,1.25
"
Chile Toreado
",Taco King,1.00
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,8.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,11.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,19.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,29.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,49.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,8.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,11.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,19.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,29.99
Original Wings / Roasted Wings / Boneless Wings,Taco Mac,49.99
Salsa,Taco Mac,4.99
Queso,Taco Mac,5.99
Queso,Taco Mac,7.99
Quacamole,Taco Mac,6.99
Quacamole,Taco Mac,8.99
Trio Dip,Taco Mac,8.99
Queso Con Carne,Taco Mac,8.99
Spinach & Artichoke Dip,Taco Mac,9.49
Mozzarella Sticks,Taco Mac,7.99
Sausage Platter (2),Taco Mac,8.99
Sausage Platter (3),Taco Mac,10.99
All The Way,Taco Mac,9.99
Chicken Tinga Nachos,Taco Mac,9.99
Beer Cheese & Chili,Taco Mac,9.99
Grilled Chicken Caesar,Taco Mac,9.49
Cobb,Taco Mac,9.99
Shrimp Avocado & Mango,Taco Mac,10.99
House Side Salad,Taco Mac,5.49
Wedge Side Salad,Taco Mac,5.99
Chili,Taco Mac,4.99
Chili,Taco Mac,5.99
Chicken Tortilla Soup,Taco Mac,4.99
Chicken Tortilla Soup,Taco Mac,5.99
Grilled Shrimp Caesar,Taco Mac,9.99
Monterey Chicken Salad (Grilled),Taco Mac,9.99
Monterey Chicken Salad (Fried),Taco Mac,9.99
Buffalo Chicken Salad (Grilled),Taco Mac,9.99
Buffalo Chicken Salad (Fried),Taco Mac,9.99
Grilled Chicken Ranch Wrap,Taco Mac,9.49
Hollywood Grilled,Taco Mac,9.99
Hollywood Fried,Taco Mac,9.99
Southwest Wrap Grilled,Taco Mac,9.49
Southwest Wrap Fried,Taco Mac,9.49
South Street Philly – Chicken,Taco Mac,9.49
South Street Philly – Steak,Taco Mac,10.49
Buffalo Chicken Grilled,Taco Mac,9.49
Buffalo Chicken Fried,Taco Mac,9.49
Shrimp Guac & Mango Wrap,Taco Mac,9.99
Chicken Avocado & Bacon,Taco Mac,9.99
The Original,Taco Mac,9.49
Black Bean Burger,Taco Mac,9.99
Buffalo,Taco Mac,10.49
Hickory,Taco Mac,10.49
Mushroom Steak Burger,Taco Mac,10.99
Original Turkey,Taco Mac,9.99
The Kenmore,Taco Mac,10.99
Bacon Cheddar Ranch,Taco Mac,10.49
Grilled Chicken Tenders,Taco Mac,9.99
Fried Chicken Tenders,Taco Mac,9.99
Buffalo Chicken Tenders,Taco Mac,9.99
Grilled Salmon With Chili Mango Seasoning,Taco Mac,14.99
Grilled Salmon With Korean Black Garlic Seasoning,Taco Mac,14.99
Southern Fried Catfish,Taco Mac,10.99
Chorizo (3),Taco Mac,9.99
Grilled Bbq Shrimp Tacos (3),Taco Mac,9.99
Southern Fried Catfish Tacos (3),Taco Mac,9.99
Chicken Tinga Tacos (3),Taco Mac,9.99
Beef Tacos (3),Taco Mac,9.99
Grilled Steak Tacos (3),Taco Mac,9.99
Chicken Tinga Quesadillas,Taco Mac,9.49
Grilled Steak Quesadillas,Taco Mac,9.99
Grilled Vegetable & Cilantro Black Bean,Taco Mac,8.49
Chicken Tenders (Hand Breaded),Taco Mac,5.49
Chicken Tenders (Grilled),Taco Mac,5.49
Grilled Burger,Taco Mac,5.49
Grilled Chicken Sandwich,Taco Mac,5.99
Fried Chicken Sandwich,Taco Mac,5.99
Mini Corn Dogs,Taco Mac,5.49
Grilled Cheese,Taco Mac,5.49
Cheese Quesadilla,Taco Mac,5.49
Mac N Cheese,Taco Mac,5.49
New York-Style Cheesecake,Taco Mac,5.99
Colossal Chocolate Cake,Taco Mac,6.99
Chocolate Stout Pie,Taco Mac,5.99
Key Lime Pie,Taco Mac,5.99
Onion Rings,Taco Mac,3.79
Sweet Potato Fries,Taco Mac,3.79
Fresh Broccoli,Taco Mac,2.99
Vidalia Slaw,Taco Mac,2.99
Black Beans,Taco Mac,2.99
Extra Blue Cheese,Taco Mac,2.99
Extra Ranch,Taco Mac,0.69
Oven-Baked Maccaroni & Cheese,Taco Mac,0.69
Extra Celery,Taco Mac,3.79
Large Sour Cream,Taco Mac,0.99
Large Guacamole,Taco Mac,1.29
Small Sour Cream,Taco Mac,2.00
Small Guacamole,Taco Mac,0.79
Pickled Jalapenos,Taco Mac,1.00
Bacon,Taco Mac,0.99
Buffalo Ranch,Taco Mac,0.79
Avocado,Taco Mac,0.79
Broccoli Queso Casserole,Taco Mac,1.00
Side Of Fresh Jalapenos,Taco Mac,3.79
Roasted Zucchini,Taco Mac,0.89
Mac N Cheese,Taco Mac,3.79
French Fries,Taco Mac,2.99
Coke,Taco Mac,2.99
Diet Coke,Taco Mac,2.99
Sprite,Taco Mac,2.99
Barqs Rootbeer,Taco Mac,2.99
Red Bull,Taco Mac,4.29
Red Bull Sugar Free,Taco Mac,4.29
Red Bull Yellow,Taco Mac,4.29
Milk,Taco Mac,2.99
Chocolate Milk,Taco Mac,2.99
Sweet Tea,Taco Mac,2.99
Unsweet Tea,Taco Mac,2.99
Crisp Meat Burrito,Taco Time,2.49
Crisp Meat Burrito – Combo,Taco Time,5.99
Crisp Pinto Bean Burrito,Taco Time,1.79
Crisp Pinto Bean Burrito – Combo,Taco Time,5.29
Crisp Chicken Burrito,Taco Time,3.49
Crisp Chicken Burrito – Combo,Taco Time,6.99
Crisp Juan Burrito,Taco Time,1.99
Crisp Juan Burrito – Combo,Taco Time,5.49
Crisp Beef Taco,Taco Time,1.59
Crisp Beef Taco – Combo,Taco Time,5.09
Soft Beef Taco,Taco Time,2.69
Soft Beef Taco – Combo,Taco Time,6.19
Soft Chicken Taco,Taco Time,3.79
Soft Chicken Taco – Combo,Taco Time,7.29
Soft Pork Carnitas Taco,Taco Time,3.79
Soft Pork Carnitas Taco – Combo,Taco Time,7.29
Chicken Ranchero Burrito,Taco Time,5.29
Chicken Ranchero Burrito – Combo,Taco Time,8.79
Super Soft Beef Taco,Taco Time,3.29
Super Soft Beef Taco – Combo,Taco Time,6.79
Super Soft Chicken Taco,Taco Time,4.39
Super Soft Chicken Taco – Combo,Taco Time,7.89
Super Soft Pork Carnitas Taco,Taco Time,4.39
Super Soft Pork Carnitas Taco – Combo,Taco Time,7.89
Big Juan Beef Burrito,Taco Time,3.79
Big Juan Beef Burrito – Combo,Taco Time,7.29
Big Juan Chicken Burrito,Taco Time,4.89
Big Juan Chicken Burrito – Combo,Taco Time,8.39
Big Juan Pork Carnitas Burrito,Taco Time,4.89
Big Juan Pork Carnitas Burrito – Combo,Taco Time,8.39
Soft Pinto Bean Burrito,Taco Time,1.89
Soft Pinto Bean Burrito – Combo,Taco Time,5.39
Soft Beef Burrito,Taco Time,2.49
Soft Beef Burrito – Combo,Taco Time,5.99
Veggie Burrito,Taco Time,3.49
Veggie Burrito – Combo,Taco Time,6.99
Chicken BLT Burrito,Taco Time,4.99
Chicken BLT Burrito – Combo,Taco Time,8.49
5 Alarm Burrito,Taco Time,1.99
5 Alarm Burrito – Combo,Taco Time,5.49
Chicken & Black Bean Burrito,Taco Time,4.79
Chicken & Black Bean Burrito – Combo,Taco Time,8.29
Sweet Pork Burrito,Taco Time,3.69
Sweet Pork Burrito – Combo,Taco Time,7.19
Casita Burrito,Taco Time,3.99
Casita Burrito – Combo,Taco Time,7.49
Cheese Quesadilla,Taco Time,2.29
Cheese Quesadilla – Combo,Taco Time,5.79
Chicken Quesadilla,Taco Time,4.39
Chicken Quesadilla – Combo,Taco Time,7.89
Bacon Quesadilla,Taco Time,2.99
Bacon Quesadilla – Combo,Taco Time,6.49
Pork Carnitas Quesadilla,Taco Time,4.39
Pork Carnitas Quesadilla – Combo,Taco Time,7.89
Original Nacho Grande ,Taco Time,6.69
Beef Nacho Grande,Taco Time,7.19
Chicken Nacho Grande,Taco Time,7.69
Pork Carnitas Nacho Grande,Taco Time,7.69
Taco Beef Salad,Taco Time,3.69
Taco Chicken Salad,Taco Time,6.69
Fiesta Chicken Salad,Taco Time,4.69
Chicken Nuggets,Taco Time,3.89
Corn Dog Bites,Taco Time,3.89
Jr. Soft Taco,Taco Time,3.89
Mini Quesadilla,Taco Time,3.89
Add a Toy,Taco Time,0.55
Beef Platter Meal,Taco Time,6.99
Chicken Platter Meal,Taco Time,7.99
Pork Carnitas Platter Meal,Taco Time,7.99
Mexi-Fries,Taco Time,1.59
Mexi-Fries,Taco Time,2.19
Mexi-Fries,Taco Time,2.69
Stuffed Mexi-Fries,Taco Time,2.49
Stuffed Mexi-Fries,Taco Time,3.29
Stuffed Mexi-Fries,Taco Time,3.99
Signature Hot Sauce,Taco Time,2.99
Empanada,Taco Time,1.59
Cinnamon Crustos,Taco Time,1.29
Soft Drink,Taco Time,1.59
Soft Drink,Taco Time,1.79
Soft Drink,Taco Time,1.99
Limeade,Taco Time,1.69
"
Beef Soup
",Taqueria Jalisco,7.99
"
Grilled Beef Rib
",Taqueria Jalisco,7.99
"
Chicken Fajitas
",Taqueria Jalisco,7.99
"
Fried Fish
",Taqueria Jalisco,11.99
"
Beef Fajitas
",Taqueria Jalisco,7.99
"
Stuffed Pepper
",Taqueria Jalisco,7.99
"
Pork Chops
",Taqueria Jalisco,7.99
"
Grilled Beef
",Taqueria Jalisco,7.99
"
Breaded Beef
",Taqueria Jalisco,7.99
"
Cooked Beef
",Taqueria Jalisco,7.99
"
Ranchstyle Scrambled Eggs
",Taqueria Jalisco,5.99
"
Eggs And Potato
",Taqueria Jalisco,5.99
"
Coffee
",Taqueria Jalisco,1.50
"
Mexican Eggs
",Taqueria Jalisco,5.99
"
Eggs And Sausage
",Taqueria Jalisco,5.99
"
Flautas
",Taqueria Jalisco,7.99
"
Enchiladas Rojas
",Taqueria Jalisco,7.99
"
Sandwiches
",Taqueria Jalisco,3.99
"
Quesadillas
",Taqueria Jalisco,2.99
"
Gorditas
",Taqueria Jalisco,2.99
"
Grilled Beef
",Taqueria Jalisco,1.50
"
Beef
",Taqueria Jalisco,1.50
"
Sausage
",Taqueria Jalisco,1.50
"
Cactus
",Taqueria Jalisco,1.50
"
Chicken
",Taqueria Jalisco,1.50
"
Tongue
",Taqueria Jalisco,1.50
"
Shredded Beef
",Taqueria Jalisco,1.50
"
Burrito
",Taqueria Jalisco,3.99
"
Beef
",Taqueria Jalisco,3.00
"
Beans
",Taqueria Jalisco,2.00
"
Mexican Beverages
",Taqueria Jalisco,1.75
"
Natural Juices
",Taqueria Jalisco,1.00 – 2.00
"
Sprite
",Taqueria Jalisco,1.00
"
Root Beer
",Taqueria Jalisco,1.00
"
Orange
",Taqueria Jalisco,1.00
"
Diet Coke
",Taqueria Jalisco,1.00
"
Coke
",Taqueria Jalisco,1.00
"
Dr. Pepper
",Taqueria Jalisco,1.00
"
Hummus
",Taziki’s,5.49
"
Taziki Dip
",Taziki’s,5.49
"
Spicy Pimento Cheese
",Taziki’s,5.99
"
Whipped Feta Appetizer
",Taziki’s,5.99
"
Greek Lemon Chicken Soup
",Taziki’s,4.25
"
Soup With Greek Salad
",Taziki’s,8.99
"
Soup With Mediterranean Salad
",Taziki’s,8.99
"
Soup With Caesar Salad
",Taziki’s,8.99
"
Chicken Salad & Company
",Taziki’s,10.99
"
Traditional Greek Salad
",Taziki’s,7.99
"
Greek Salad With Grilled Chicken
",Taziki’s,10.99
"
Greek Salad With Grilled Beef
",Taziki’s,12.99
"
Greek Salad With Grilled Lamb
",Taziki’s,13.99
"
Greek Salad With Grilled Shrimp
",Taziki’s,12.49
